1,10,6,4,[5, 5, 3, 4, 3, 3],[7, 7, 8, 1]
353,10,4,6,[4, 5, 3, 4],[7, 7, 7, 7, 1, 2]
354,10,7,3,[6, 7, 7, 7, 4, 6, 5],[3, 3, 8]
355,10,6,4,[5, 3, 5, 5, 3, 5],[2, 6, 2, 2]
356,10,6,4,[5, 5, 5, 5, 5, 5],[6, 6, 3, 6]
357,10,7,3,[3, 5, 4, 3, 6, 3, 5],[7, 7, 1]
358,10,8,2,[7, 5, 6, 7, 7, 6, 6, 7],[2, 3]
359,10,6,4,[4, 4, 5, 3, 4, 3],[7, 6, 1, 6]
360,10,7,3,[4, 6, 6, 5, 3, 6, 3],[7, 7, 1]
361,10,6,4,[6, 6, 5, 6, 5, 6],[4, 8, 9, 3]
363,10,7,3,[6, 5, 5, 6, 6, 5, 6],[1, 7, 1]
364,10,6,4,[2, 3, 4, 3, 5, 5],[1, 6, 1, 6]
365,10,9,1,[2, 2, 3, 3, 2, 4, 3, 4, 3],[7]
366,10,6,4,[7, 5, 7, 5, 6, 5],[2, 8, 1, 9]
367,10,6,4,[7, 5, 6, 7, 7, 8],[2, 4, 9, 9]
368,10,6,4,[5, 5, 6, 5, 5, 4],[2, 3, 7, 9]
369,10,9,1,[5, 3, 4, 5, 4, 3, 5, 4, 5],[2]
370,10,6,4,[6, 4, 6, 4, 6, 5],[3, 7, 7, 3]
371,10,6,4,[3, 2, 6, 5, 3, 4],[7, 1, 7, 1]
372,10,7,3,[4, 4, 4, 5, 5, 5, 5],[7, 2, 3]
373,10,7,3,[3, 4, 4, 6, 6, 5, 6],[1, 1, 7]
374,10,4,6,[2, 3, 3, 3],[1, 1, 5, 5, 5, 5]
376,10,5,5,[5, 6, 6, 5, 6],[3, 3, 3, 8, 3]
377,10,8,2,[4, 6, 5, 6, 6, 5, 5, 4],[1, 8]
378,10,7,3,[4, 6, 3, 4, 3, 4, 4],[1, 7, 9]
379,10,7,3,[6, 6, 5, 3, 5, 5, 4],[8, 2, 1]
380,10,7,3,[3, 5, 4, 3, 5, 3, 4],[6, 1, 6]
381,10,8,2,[2, 6, 3, 2, 3, 3, 6, 6],[1, 9]
382,10,7,3,[7, 7, 6, 7, 6, 7, 6],[1, 3, 2]
383,10,8,2,[7, 7, 5, 7, 7, 7, 5, 5],[1, 8]
384,10,7,3,[4, 6, 6, 6, 5, 5, 6],[1, 1, 1]
385,10,8,2,[6, 6, 6, 7, 6, 7, 7, 7],[2, 8]
386,10,6,4,[5, 4, 5, 5, 5, 5],[2, 6, 2, 2]
387,10,7,3,[6, 6, 5, 5, 6, 6, 6],[7, 3, 7]
388,10,6,4,[7, 6, 7, 5, 6, 7],[3, 4, 4, 9]
389,10,7,3,[6, 5, 6, 3, 5, 6, 7],[2, 1, 9]
390,10,7,3,[8, 6, 5, 8, 7, 8, 7],[3, 3, 9]
391,10,7,3,[6, 6, 5, 4, 6, 5, 6],[1, 2, 1]
392,10,8,2,[3, 6, 4, 4, 4, 4, 4, 6],[1, 9]
393,10,7,3,[6, 7, 6, 6, 7, 6, 7],[3, 9, 3]
394,10,6,4,[6, 6, 6, 7, 5, 7],[9, 4, 3, 4]
395,10,8,2,[7, 7, 6, 6, 6, 6, 6, 6],[3, 8]
396,10,7,3,[4, 5, 7, 6, 4, 6, 6],[9, 2, 3]
397,10,4,6,[4, 5, 5, 4],[6, 6, 2, 2, 6, 2]
398,10,7,3,[6, 3, 3, 3, 3, 3, 5],[7, 7, 7]
399,10,7,3,[5, 3, 4, 5, 5, 4, 3],[7, 6, 1]
400,10,8,2,[5, 4, 4, 5, 5, 3, 3, 4],[2, 6]
401,10,4,6,[5, 5, 6, 4],[7, 3, 2, 7, 3, 7]
402,10,4,6,[5, 4, 5, 6],[7, 3, 3, 7, 7, 7]
403,10,6,4,[4, 6, 6, 6, 4, 5],[7, 2, 7, 7]
404,10,9,1,[3, 7, 3, 5, 4, 7, 7, 7, 6],[1]
405,10,6,4,[6, 7, 6, 7, 6, 5],[2, 3, 3, 8]
406,10,5,5,[4, 5, 3, 3, 4],[1, 7, 2, 6, 6]
408,10,7,3,[3, 6, 3, 4, 6, 6, 6],[1, 7, 2]
409,10,6,4,[5, 3, 3, 5, 5, 2],[6, 1, 6, 1]
410,10,9,1,[7, 6, 7, 7, 6, 5, 6, 7, 7],[2]
411,10,6,4,[5, 6, 4, 6, 6, 6],[7, 3, 7, 1]
413,10,5,5,[5, 5, 4, 4, 6],[3, 7, 7, 3, 3]
414,10,7,3,[4, 3, 4, 5, 4, 4, 5],[6, 1, 1]
415,10,7,3,[6, 7, 7, 5, 7, 5, 4],[9, 1, 3]
416,10,8,2,[7, 5, 7, 5, 6, 6, 6, 7],[1, 9]
417,10,7,3,[7, 6, 6, 4, 6, 4, 7],[3, 1, 8]
418,10,6,4,[5, 6, 6, 6, 6, 5],[7, 7, 7, 4]
419,10,7,3,[5, 3, 4, 3, 6, 6, 6],[7, 1, 2]
421,10,8,2,[6, 5, 7, 7, 7, 4, 6, 5],[8, 1]
422,10,7,3,[6, 6, 7, 5, 5, 7, 6],[9, 3, 2]
423,10,8,2,[5, 5, 5, 7, 7, 7, 7, 4],[9, 1]
424,10,8,2,[3, 3, 3, 6, 6, 6, 4, 6],[2, 9]
425,10,6,4,[6, 4, 4, 4, 6, 5],[7, 7, 7, 3]
426,10,7,3,[4, 7, 5, 4, 7, 6, 6],[3, 8, 2]
427,10,8,2,[5, 3, 6, 6, 3, 5, 3, 5],[2, 7]
428,10,7,3,[3, 5, 5, 3, 5, 4, 2],[1, 1, 6]
429,10,6,4,[6, 6, 2, 2, 6, 5],[9, 1, 1, 1]
430,10,8,2,[6, 5, 6, 6, 7, 5, 7, 7],[1, 8]
431,10,6,4,[5, 5, 3, 6, 6, 4],[1, 1, 1, 7]
432,10,6,4,[5, 5, 5, 6, 6, 5],[7, 4, 4, 7]
433,10,6,4,[5, 4, 7, 6, 6, 7],[8, 8, 3, 1]
434,10,8,2,[7, 4, 4, 4, 6, 7, 6, 6],[8, 1]
435,10,7,3,[4, 3, 5, 6, 3, 4, 6],[9, 1, 2]
436,10,7,3,[6, 6, 5, 5, 6, 6, 6],[4, 7, 3]
437,10,7,3,[6, 6, 6, 6, 5, 5, 6],[4, 3, 4]
438,10,6,4,[3, 4, 3, 3, 4, 4],[2, 7, 6, 6]
439,10,7,3,[7, 7, 6, 3, 4, 5, 3],[1, 2, 9]
440,10,6,4,[3, 5, 5, 4, 4, 3],[1, 1, 8, 1]
441,10,7,3,[5, 4, 4, 6, 7, 4, 7],[2, 9, 8]
442,10,6,4,[7, 7, 7, 6, 7, 6],[5, 5, 8, 4]
443,10,7,3,[3, 5, 3, 5, 3, 5, 5],[7, 2, 7]
444,10,7,3,[6, 5, 5, 6, 5, 6, 3],[1, 2, 7]
445,10,7,3,[6, 6, 6, 6, 5, 5, 6],[7, 3, 4]
446,10,6,4,[4, 5, 6, 6, 5, 7],[9, 1, 1, 2]
447,10,8,2,[5, 5, 3, 3, 6, 6, 4, 3],[2, 9]
448,10,5,5,[6, 5, 6, 5, 6],[7, 3, 4, 7, 7]
449,10,4,6,[6, 5, 5, 4],[7, 1, 2, 7, 7, 1]
450,10,7,3,[5, 6, 6, 3, 6, 5, 6],[7, 1, 1]
451,10,3,7,[5, 5, 6],[4, 7, 4, 7, 3, 7, 7]
452,10,8,2,[7, 7, 7, 8, 7, 8, 7, 7],[1, 2]
453,10,7,3,[5, 5, 4, 6, 5, 6, 5],[7, 1, 7]
454,10,8,2,[4, 4, 6, 4, 5, 3, 4, 5],[8, 1]
455,10,7,3,[5, 6, 6, 6, 5, 5, 6],[4, 8, 7]
456,10,3,7,[4, 4, 3],[2, 5, 2, 2, 6, 5, 2]
457,10,6,4,[3, 4, 3, 3, 3, 3],[5, 5, 1, 6]
458,10,7,3,[6, 6, 7, 7, 7, 7, 6],[3, 9, 1]
459,10,5,5,[4, 3, 5, 4, 4],[6, 1, 1, 6, 6]
460,10,8,2,[4, 4, 5, 3, 6, 3, 4, 5],[2, 9]
461,10,8,2,[6, 3, 2, 5, 3, 2, 6, 5],[9, 1]
463,10,5,5,[5, 5, 4, 4, 6],[1, 7, 1, 7, 7]
464,10,5,5,[6, 6, 5, 6, 5],[7, 7, 4, 4, 7]
465,10,7,3,[3, 3, 5, 5, 5, 4, 7],[8, 2, 9]
466,10,8,2,[3, 3, 6, 5, 6, 5, 5, 3],[2, 7]
467,10,7,3,[3, 5, 4, 5, 3, 5, 5],[6, 2, 2]
468,10,7,3,[5, 3, 4, 3, 5, 3, 5],[6, 1, 2]
469,10,7,3,[7, 6, 6, 3, 5, 5, 6],[1, 1, 9]
470,10,9,1,[7, 7, 7, 5, 6, 6, 7, 6, 6],[3]
471,10,4,6,[5, 4, 5, 5],[2, 3, 6, 3, 6, 6]
472,10,8,2,[7, 6, 4, 6, 7, 6, 7, 6],[2, 2]
473,10,8,2,[6, 6, 6, 7, 7, 7, 7, 6],[2, 8]
474,10,6,4,[6, 4, 6, 4, 6, 5],[3, 7, 8, 3]
475,10,6,4,[5, 5, 4, 3, 6, 3],[7, 1, 1, 7]
477,10,5,5,[6, 6, 6, 6, 5],[3, 8, 8, 3, 2]
478,10,6,4,[6, 6, 3, 5, 6, 6],[7, 1, 7, 1]
479,10,4,6,[3, 3, 5, 5],[1, 7, 6, 1, 1, 1]
480,10,5,5,[5, 5, 4, 6, 6],[7, 1, 3, 7, 7]
481,10,6,4,[5, 6, 6, 6, 6, 6],[4, 7, 4, 4]
482,10,7,3,[7, 8, 4, 8, 6, 4, 7],[3, 9, 1]
483,10,6,4,[4, 3, 3, 4, 3, 4],[5, 5, 5, 1]
484,10,8,2,[6, 6, 7, 5, 7, 6, 7, 7],[3, 2]
485,10,6,4,[5, 6, 5, 6, 4, 6],[3, 7, 3, 7]
486,10,8,2,[6, 7, 7, 7, 6, 7, 4, 6],[2, 1]
487,10,5,5,[3, 3, 5, 3, 5],[6, 7, 2, 6, 1]
488,10,5,5,[5, 4, 3, 5, 3],[6, 6, 1, 2, 6]
489,10,6,4,[5, 5, 4, 5, 5, 4],[2, 3, 7, 6]
490,10,7,3,[5, 4, 4, 5, 3, 5, 3],[2, 7, 1]
491,10,9,1,[4, 5, 6, 5, 6, 3, 6, 3, 6],[1]
493,10,7,3,[6, 7, 6, 7, 7, 7, 5],[2, 8, 8]
494,10,6,4,[5, 6, 6, 6, 6, 4],[3, 7, 1, 7]
495,10,7,3,[5, 5, 2, 3, 5, 3, 3],[6, 1, 1]
496,10,7,3,[6, 6, 4, 6, 6, 5, 6],[7, 3, 3]
497,10,7,3,[5, 4, 6, 5, 6, 5, 5],[1, 1, 7]
498,10,6,4,[5, 5, 4, 5, 4, 5],[7, 3, 7, 7]
499,10,9,1,[7, 6, 4, 6, 6, 7, 5, 6, 6],[1]
500,10,9,1,[6, 6, 5, 5, 3, 6, 4, 5, 4],[1]
501,10,7,3,[7, 6, 7, 6, 4, 6, 5],[1, 2, 8]
502,10,4,6,[5, 6, 4, 3],[2, 7, 2, 7, 7, 2]
503,10,9,1,[4, 3, 6, 4, 6, 6, 3, 6, 6],[1]
504,10,7,3,[3, 5, 6, 3, 5, 5, 5],[1, 1, 7]
505,10,5,5,[4, 4, 4, 4, 6],[2, 8, 1, 7, 7]
506,10,7,3,[5, 3, 6, 6, 5, 6, 4],[2, 2, 7]
507,10,6,4,[3, 5, 3, 5, 5, 5],[1, 6, 1, 6]
508,10,2,8,[5, 5],[3, 6, 6, 6, 6, 3, 3, 3]
509,10,9,1,[6, 5, 5, 5, 4, 5, 6, 5, 5],[1]
510,10,8,2,[5, 6, 5, 7, 5, 6, 7, 6],[2, 8]
511,10,8,2,[3, 5, 3, 5, 6, 6, 5, 7],[9, 1]
512,10,6,4,[2, 2, 4, 2, 5, 3],[6, 6, 1, 7]
513,10,7,3,[4, 6, 5, 4, 6, 6, 4],[1, 8, 1]
514,10,6,4,[5, 4, 6, 6, 5, 6],[3, 3, 7, 8]
515,10,7,3,[5, 6, 6, 4, 6, 4, 5],[3, 3, 8]
516,10,7,3,[5, 3, 3, 3, 4, 5, 3],[1, 6, 6]
517,10,7,3,[5, 4, 3, 3, 3, 5, 5],[1, 9, 1]
518,10,6,4,[6, 5, 6, 6, 4, 5],[2, 7, 2, 1]
519,10,7,3,[5, 6, 6, 4, 3, 6, 6],[2, 8, 1]
520,10,9,1,[6, 5, 5, 6, 5, 6, 6, 6, 6],[1]
521,10,7,3,[6, 6, 6, 5, 5, 6, 6],[7, 4, 3]
522,10,9,1,[5, 5, 4, 6, 5, 4, 6, 4, 6],[1]
523,10,5,5,[5, 5, 5, 5, 5],[6, 6, 6, 4, 4]
524,10,6,4,[3, 4, 3, 3, 4, 5],[6, 1, 1, 7]
525,10,8,2,[6, 6, 6, 6, 3, 5, 4, 5],[2, 1]
526,10,7,3,[6, 5, 5, 5, 5, 6, 6],[1, 3, 7]
528,10,5,5,[4, 5, 5, 5, 5],[2, 1, 1, 6, 6]
529,10,6,4,[6, 5, 5, 6, 5, 4],[7, 1, 7, 3]
530,10,6,4,[6, 5, 5, 6, 6, 6],[7, 4, 7, 4]
531,10,7,3,[7, 5, 5, 6, 7, 6, 6],[8, 8, 1]
532,10,7,3,[2, 6, 2, 4, 5, 6, 6],[1, 1, 7]
533,10,7,3,[5, 6, 5, 6, 5, 6, 6],[7, 3, 1]
535,10,6,4,[6, 6, 5, 3, 4, 3],[7, 7, 1, 7]
536,10,5,5,[4, 5, 6, 5, 4],[7, 1, 7, 3, 7]
537,10,8,2,[3, 3, 5, 5, 5, 3, 4, 3],[9, 2]
538,10,8,2,[6, 6, 6, 5, 5, 6, 6, 5],[1, 3]
539,10,6,4,[5, 5, 5, 5, 3, 3],[1, 2, 7, 6]
540,10,5,5,[5, 4, 4, 5, 5],[6, 6, 6, 3, 3]
541,10,6,4,[5, 5, 6, 6, 6, 6],[7, 4, 4, 7]
543,10,5,5,[3, 4, 4, 3, 3],[6, 2, 6, 6, 2]
544,10,7,3,[5, 6, 5, 6, 6, 5, 5],[8, 3, 1]
545,10,6,4,[6, 7, 8, 6, 8, 8],[3, 3, 9, 2]
546,10,8,2,[5, 6, 4, 6, 6, 5, 6, 6],[3, 2]
547,10,6,4,[5, 6, 6, 3, 4, 6],[1, 2, 7, 7]
548,10,6,4,[6, 5, 7, 6, 6, 6],[3, 8, 8, 8]
549,10,6,4,[7, 5, 6, 7, 7, 5],[3, 2, 3, 9]
550,10,7,3,[6, 5, 6, 4, 5, 4, 6],[1, 7, 7]
551,10,7,3,[6, 7, 4, 6, 5, 7, 4],[8, 1, 3]
552,10,7,3,[3, 4, 4, 6, 3, 3, 5],[1, 7, 7]
553,10,8,2,[4, 6, 4, 4, 6, 3, 6, 6],[7, 1]
554,10,8,2,[7, 7, 7, 7, 7, 7, 7, 6],[4, 4]
555,10,4,6,[3, 2, 4, 3],[1, 1, 6, 1, 6, 6]
556,10,7,3,[8, 7, 7, 5, 6, 6, 8],[3, 2, 9]
557,10,8,2,[4, 5, 5, 4, 6, 6, 5, 5],[3, 9]
558,10,8,2,[4, 4, 4, 5, 5, 5, 5, 5],[1, 1]
559,10,5,5,[4, 3, 3, 5, 3],[6, 2, 6, 6, 2]
560,10,8,2,[8, 7, 7, 8, 7, 6, 7, 7],[9, 4]
561,10,8,2,[5, 5, 3, 3, 3, 4, 4, 5],[1, 6]
562,10,8,2,[5, 5, 3, 3, 5, 6, 4, 5],[7, 1]
564,10,8,2,[5, 5, 4, 5, 4, 4, 4, 5],[1, 7]
565,10,7,3,[3, 5, 5, 3, 3, 4, 5],[2, 6, 6]
566,10,8,2,[3, 3, 3, 5, 6, 6, 5, 5],[2, 9]
567,10,7,3,[7, 6, 6, 5, 7, 6, 6],[2, 2, 8]
568,10,6,4,[4, 3, 3, 5, 5, 3],[1, 6, 6, 2]
569,10,9,1,[7, 4, 7, 3, 5, 7, 6, 7, 3],[1]
570,10,6,4,[6, 6, 6, 7, 7, 6],[4, 9, 5, 8]
571,10,7,3,[5, 4, 4, 4, 3, 4, 3],[2, 6, 6]
572,10,6,4,[6, 6, 6, 7, 6, 7],[5, 8, 8, 5]
573,10,4,6,[6, 4, 3, 6],[7, 1, 7, 1, 7, 1]
574,10,6,4,[6, 7, 8, 5, 8, 6],[3, 3, 9, 9]
575,10,6,4,[5, 3, 3, 5, 3, 4],[2, 6, 2, 6]
576,10,6,4,[3, 6, 4, 6, 6, 6],[7, 7, 2, 1]
577,10,5,5,[5, 6, 6, 6, 6],[7, 4, 8, 4, 3]
578,10,8,2,[6, 4, 5, 4, 6, 6, 6, 6],[7, 2]
579,10,7,3,[3, 4, 5, 4, 5, 3, 4],[2, 2, 8]
580,10,7,3,[7, 6, 5, 7, 7, 6, 6],[3, 9, 3]
581,10,3,7,[5, 5, 4],[6, 6, 3, 3, 6, 6, 3]
582,10,8,2,[6, 6, 5, 5, 6, 6, 5, 6],[3, 4]
583,10,8,2,[5, 5, 5, 4, 6, 3, 4, 5],[1, 9]
584,10,6,4,[4, 6, 5, 5, 5, 6],[3, 7, 2, 7]
585,10,8,2,[3, 4, 5, 6, 6, 6, 4, 5],[8, 1]
586,10,6,4,[3, 5, 4, 3, 3, 3],[6, 1, 1, 6]
587,10,8,2,[5, 7, 6, 6, 7, 7, 6, 7],[2, 3]
588,10,7,3,[6, 3, 4, 6, 6, 6, 3],[7, 7, 1]
589,10,7,3,[3, 5, 5, 5, 5, 3, 3],[6, 2, 7]
590,10,6,4,[6, 6, 5, 3, 5, 6],[1, 7, 7, 2]
591,10,4,6,[4, 4, 6, 4],[3, 3, 7, 3, 7, 8]
592,10,7,3,[5, 6, 6, 7, 8, 7, 8],[9, 4, 3]
593,10,7,3,[4, 4, 6, 6, 5, 4, 5],[9, 8, 1]
594,10,7,3,[3, 4, 5, 3, 5, 4, 5],[1, 6, 2]
595,10,9,1,[3, 3, 4, 3, 4, 4, 4, 3, 3],[6]
596,10,8,2,[3, 4, 6, 5, 5, 6, 7, 3],[2, 9]
597,10,5,5,[5, 5, 5, 4, 5],[2, 7, 3, 3, 7]
598,10,6,4,[3, 5, 4, 5, 4, 5],[1, 1, 7, 6]
599,10,6,4,[5, 5, 4, 5, 4, 5],[7, 2, 6, 3]
600,10,7,3,[4, 6, 5, 5, 5, 4, 5],[7, 2, 2]
601,10,7,3,[5, 5, 5, 5, 5, 5, 5],[6, 3, 6]
602,10,7,3,[5, 5, 5, 5, 5, 5, 4],[3, 7, 8]
603,10,4,6,[3, 4, 4, 3],[2, 5, 5, 5, 5, 2]
604,10,7,3,[3, 3, 3, 3, 3, 5, 4],[6, 2, 6]
605,10,6,4,[5, 5, 4, 4, 3, 4],[6, 6, 6, 1]
606,10,7,3,[3, 4, 4, 3, 2, 3, 4],[6, 1, 1]
607,10,7,3,[4, 6, 6, 5, 3, 3, 5],[7, 7, 1]
608,10,4,6,[5, 3, 5, 5],[1, 2, 1, 6, 6, 6]
609,10,5,5,[3, 5, 4, 3, 5],[2, 6, 7, 6, 2]
610,10,7,3,[6, 6, 5, 4, 6, 4, 5],[2, 7, 7]
611,10,6,4,[4, 5, 3, 5, 5, 4],[7, 2, 6, 1]
612,10,7,3,[5, 4, 3, 5, 5, 4, 5],[1, 2, 2]
613,10,7,3,[5, 6, 5, 6, 6, 6, 5],[2, 3, 7]
614,10,6,4,[5, 3, 3, 5, 5, 3],[1, 6, 1, 6]
615,10,9,1,[3, 3, 5, 3, 6, 6, 5, 5, 3],[9]
616,10,6,4,[5, 5, 5, 4, 4, 4],[6, 6, 6, 3]
617,10,7,3,[3, 5, 5, 4, 3, 5, 5],[2, 1, 6]
618,10,6,4,[4, 3, 5, 5, 5, 4],[6, 1, 1, 1]
619,10,6,4,[5, 5, 2, 4, 3, 3],[6, 6, 1, 1]
620,10,8,2,[1, 1, 2, 1, 4, 2, 4, 1],[5, 5]
621,10,5,5,[5, 4, 5, 4, 4],[6, 2, 6, 6, 3]
622,10,7,3,[3, 3, 4, 2, 2, 3, 4],[6, 1, 1]
623,10,4,6,[5, 6, 6, 6],[4, 7, 3, 4, 7, 7]
624,10,8,2,[5, 3, 4, 3, 4, 5, 5, 5],[9, 2]
625,10,6,4,[3, 5, 4, 7, 3, 6],[2, 2, 9, 9]
626,10,7,3,[6, 6, 5, 4, 6, 5, 6],[7, 2, 7]
627,10,6,4,[6, 7, 7, 7, 6, 7],[5, 9, 5, 8]
628,10,6,4,[7, 5, 7, 4, 6, 4],[8, 3, 8, 3]
629,10,6,4,[3, 3, 5, 6, 3, 5],[2, 7, 7, 7]
632,10,5,5,[4, 5, 4, 6, 4],[7, 7, 7, 7, 3]
633,10,7,3,[3, 3, 5, 5, 4, 4, 4],[6, 2, 1]
634,10,8,2,[7, 5, 7, 5, 6, 4, 4, 5],[1, 9]
635,10,5,5,[5, 5, 5, 4, 4],[6, 6, 3, 6, 3]
636,10,6,4,[5, 5, 7, 7, 6, 7],[3, 4, 4, 8]
637,10,6,4,[3, 4, 4, 3, 3, 3],[1, 6, 1, 5]
638,10,7,3,[3, 4, 4, 4, 4, 4, 3],[5, 1, 1]
639,10,7,3,[6, 6, 6, 4, 6, 5, 5],[7, 7, 2]
640,10,6,4,[5, 6, 6, 5, 4, 4],[7, 7, 3, 2]
641,10,7,3,[4, 6, 4, 6, 6, 6, 4],[7, 3, 7]
642,10,4,6,[5, 6, 4, 4],[8, 3, 7, 7, 3, 3]
643,10,6,4,[6, 7, 6, 5, 6, 6],[9, 3, 8, 3]
644,10,7,3,[4, 5, 3, 3, 5, 3, 5],[2, 6, 2]
645,10,8,2,[5, 6, 6, 6, 4, 4, 6, 6],[3, 3]
646,10,7,3,[5, 5, 5, 5, 5, 5, 5],[6, 2, 3]
647,10,8,2,[5, 6, 6, 5, 6, 6, 5, 6],[2, 3]
648,10,7,3,[6, 6, 4, 4, 6, 5, 6],[9, 3, 3]
649,10,6,4,[4, 5, 4, 6, 5, 5],[1, 7, 7, 7]
650,10,8,2,[5, 4, 6, 6, 5, 5, 4, 5],[7, 3]
651,10,7,3,[6, 5, 3, 5, 4, 6, 5],[2, 2, 8]
652,10,8,2,[7, 7, 7, 8, 6, 6, 7, 7],[9, 4]
653,10,5,5,[3, 5, 3, 5, 5],[6, 6, 6, 1, 2]
654,10,8,2,[7, 6, 6, 5, 6, 7, 7, 5],[2, 8]
655,10,6,4,[6, 5, 4, 5, 6, 4],[7, 7, 3, 2]
656,10,6,4,[5, 4, 6, 6, 5, 6],[1, 2, 7, 1]
657,10,8,2,[6, 7, 6, 4, 5, 6, 7, 5],[8, 2]
658,10,8,2,[7, 6, 7, 6, 5, 5, 6, 7],[9, 2]
659,10,8,2,[6, 6, 6, 4, 5, 7, 7, 7],[3, 1]
660,10,8,2,[6, 7, 7, 6, 5, 7, 7, 6],[4, 4]
661,10,6,4,[6, 7, 7, 5, 7, 6],[9, 4, 4, 4]
662,10,8,2,[7, 7, 6, 6, 6, 5, 5, 6],[2, 8]
663,10,7,3,[5, 7, 7, 6, 6, 7, 7],[8, 1, 3]
664,10,6,4,[8, 8, 7, 5, 7, 6],[1, 3, 9, 3]
665,10,7,3,[4, 4, 4, 5, 5, 3, 6],[1, 1, 9]
666,10,6,4,[3, 5, 5, 3, 5, 5],[1, 2, 6, 6]
667,10,7,3,[2, 2, 2, 4, 2, 3, 3],[5, 5, 6]
668,10,4,6,[3, 4, 4, 3],[2, 5, 2, 5, 5, 1]
669,10,7,3,[3, 3, 2, 4, 2, 5, 3],[1, 6, 6]
670,10,7,3,[6, 6, 6, 5, 6, 5, 6],[3, 3, 3]
671,10,6,4,[4, 3, 4, 3, 3, 4],[1, 5, 6, 2]
672,10,7,3,[5, 6, 7, 7, 7, 5, 4],[8, 2, 3]
673,10,4,6,[5, 4, 5, 4],[2, 3, 6, 6, 6, 3]
674,10,6,4,[5, 4, 5, 4, 5, 5],[6, 3, 3, 3]
675,10,5,5,[3, 5, 5, 3, 3],[7, 2, 7, 8, 1]
676,10,7,3,[6, 7, 6, 7, 7, 7, 6],[4, 5, 8]
677,10,7,3,[2, 3, 4, 4, 3, 2, 4],[1, 6, 6]
678,10,6,4,[5, 5, 4, 5, 5, 4],[2, 3, 3, 6]
679,10,8,2,[6, 7, 7, 5, 6, 7, 7, 7],[4, 4]
680,10,8,2,[4, 4, 5, 6, 5, 6, 4, 5],[3, 7]
681,10,9,1,[8, 6, 7, 8, 7, 7, 7, 7, 7],[3]
682,10,7,3,[5, 4, 4, 4, 3, 6, 5],[1, 7, 7]
683,10,7,3,[3, 3, 6, 4, 5, 4, 5],[2, 7, 9]
684,10,7,3,[5, 5, 3, 5, 3, 4, 3],[6, 1, 6]
685,10,7,3,[4, 5, 5, 6, 5, 6, 5],[7, 3, 3]
686,10,7,3,[5, 6, 5, 6, 6, 6, 6],[3, 3, 1]
687,10,8,2,[7, 6, 6, 6, 7, 7, 7, 6],[4, 5]
688,10,8,2,[5, 6, 3, 5, 6, 5, 4, 4],[7, 1]
689,10,7,3,[5, 4, 5, 4, 5, 6, 4],[9, 3, 7]
692,10,6,4,[4, 4, 5, 4, 5, 5],[2, 6, 6, 3]
693,10,4,6,[5, 6, 5, 6],[4, 4, 7, 4, 7, 8]
694,10,8,2,[6, 6, 5, 6, 5, 4, 6, 3],[1, 2]
695,10,6,4,[5, 3, 4, 3, 5, 5],[6, 1, 2, 6]
696,10,5,5,[6, 6, 6, 5, 5],[4, 4, 3, 7, 7]
697,10,5,5,[4, 4, 3, 5, 6],[2, 2, 7, 7, 7]
698,10,8,2,[7, 4, 7, 3, 7, 8, 8, 8],[2, 1]
699,10,8,2,[6, 3, 7, 7, 7, 6, 3, 6],[1, 1]
700,10,4,6,[6, 6, 6, 6],[7, 3, 7, 7, 4, 4]
701,10,7,3,[8, 7, 8, 7, 6, 6, 7],[9, 9, 5]
702,10,8,2,[6, 3, 6, 3, 3, 6, 6, 5],[1, 7]
703,10,5,5,[5, 5, 5, 6, 6],[7, 7, 7, 3, 4]
704,10,8,2,[6, 6, 6, 5, 5, 5, 5, 5],[7, 3]
705,10,7,3,[3, 5, 3, 6, 6, 6, 6],[7, 1, 1]
706,10,9,1,[6, 6, 5, 6, 4, 5, 3, 3, 6],[1]
